Date,Site,Barn,Avg_Temperature_F,Avg_Humidity_pct,Water_Usage_Gallons,Power_Usage_kWh,Ventilation_Level_pct,Notes
8/23/2025,Finisher East,F1,45.2,66.6,4758,452.7,72.2,Synthetic environmental + utility data for planning and analytics
8/24/2025,Finisher East,F1,41.8,74.9,4712,615.6,79.6,Synthetic environmental + utility data for planning and analytics
8/25/2025,Finisher East,F1,44.9,60.7,4635,518,63.5,Synthetic environmental + utility data for planning and analytics
8/26/2025,Finisher East,F1,46.5,62.7,4903,573.1,43,Synthetic environmental + utility data for planning and analytics
8/27/2025,Finisher East,F1,44.4,67,6040,614.4,50.9,Synthetic environmental + utility data for planning and analytics
8/28/2025,Finisher East,F1,43.4,61.5,4874,528.7,46.5,Synthetic environmental + utility data for planning and analytics
8/29/2025,Finisher East,F1,41.3,66.1,4894,513,45.7,Synthetic environmental + utility data for planning and analytics
8/30/2025,Finisher East,F1,41.6,65.2,4329,516.3,81.4,Synthetic environmental + utility data for planning and analytics
8/31/2025,Finisher East,F1,41.9,62.5,4870,604.5,37.3,Synthetic environmental + utility data for planning and analytics
9/1/2025,Finisher East,F1,44.7,72.4,5465,451.4,73.8,Synthetic environmental + utility data for planning and analytics
9/2/2025,Finisher East,F1,40.6,69.9,4424,591.8,81.7,Synthetic environmental + utility data for planning and analytics
9/3/2025,Finisher East,F1,44.6,71.7,5798,489.6,40,Synthetic environmental + utility data for planning and analytics
9/4/2025,Finisher East,F1,43.1,73.2,5808,612.7,74.8,Synthetic environmental + utility data for planning and analytics
9/5/2025,Finisher East,F1,44.5,55.1,4785,570,53.1,Synthetic environmental + utility data for planning and analytics
9/6/2025,Finisher East,F1,40.7,56.3,5550,578.3,67.3,Synthetic environmental + utility data for planning and analytics
9/7/2025,Finisher East,F1,42.8,55.9,5820,602.7,54.1,Synthetic environmental + utility data for planning and analytics
9/8/2025,Finisher East,F1,40.6,67,4242,575.4,49.5,Synthetic environmental + utility data for planning and analytics
9/9/2025,Finisher East,F1,40.2,62.5,4680,570.6,37.4,Synthetic environmental + utility data for planning and analytics
9/10/2025,Finisher East,F1,39,71.1,5082,520,53.4,Synthetic environmental + utility data for planning and analytics
9/11/2025,Finisher East,F1,39.5,64.5,4565,601.3,52.6,Synthetic environmental + utility data for planning and analytics
9/12/2025,Finisher East,F1,41.8,64.2,5655,555.2,55.8,Synthetic environmental + utility data for planning and analytics
9/13/2025,Finisher East,F1,39.1,59.2,4612,510.9,85,Synthetic environmental + utility data for planning and analytics
9/14/2025,Finisher East,F1,37.8,63.3,4780,524.7,43.7,Synthetic environmental + utility data for planning and analytics
9/15/2025,Finisher East,F1,42.5,64.2,5240,450.4,83.8,Synthetic environmental + utility data for planning and analytics
9/16/2025,Finisher East,F1,42.8,55.7,5401,511.5,43.5,Synthetic environmental + utility data for planning and analytics
9/17/2025,Finisher East,F1,39.6,73.8,5165,614.8,39.2,Synthetic environmental + utility data for planning and analytics
9/18/2025,Finisher East,F1,40,61.7,5378,519.1,45.7,Synthetic environmental + utility data for planning and analytics
9/19/2025,Finisher East,F1,37.7,70.6,4855,525.2,65.4,Synthetic environmental + utility data for planning and analytics
9/20/2025,Finisher East,F1,41.4,72.3,6019,475.9,43.6,Synthetic environmental + utility data for planning and analytics
9/21/2025,Finisher East,F1,42.2,58.4,5446,514.5,62.4,Synthetic environmental + utility data for planning and analytics
9/22/2025,Finisher East,F1,42.8,56,4551,617.8,74.5,Synthetic environmental + utility data for planning and analytics
9/23/2025,Finisher East,F1,37.5,73.1,4769,608.9,76.1,Synthetic environmental + utility data for planning and analytics
9/24/2025,Finisher East,F1,39,73.6,5745,534.9,83.8,Synthetic environmental + utility data for planning and analytics
9/25/2025,Finisher East,F1,38.3,67.5,4650,482.1,44,Synthetic environmental + utility data for planning and analytics
9/26/2025,Finisher East,F1,39.1,66.8,5871,513.8,49.3,Synthetic environmental + utility data for planning and analytics
9/27/2025,Finisher East,F1,42.3,64.1,4766,518.6,48.1,Synthetic environmental + utility data for planning and analytics
9/28/2025,Finisher East,F1,42.8,69.4,6022,500.7,82.5,Synthetic environmental + utility data for planning and analytics
9/29/2025,Finisher East,F1,41,69.9,4443,467,40.6,Synthetic environmental + utility data for planning and analytics
9/30/2025,Finisher East,F1,40.2,56.9,5804,462.5,65.1,Synthetic environmental + utility data for planning and analytics
10/1/2025,Finisher East,F1,39.9,64.6,4239,568.3,66.8,Synthetic environmental + utility data for planning and analytics
10/2/2025,Finisher East,F1,43,72.2,4308,479.2,60.3,Synthetic environmental + utility data for planning and analytics
10/3/2025,Finisher East,F1,41.1,65.9,4322,595.5,74.4,Synthetic environmental + utility data for planning and analytics
10/4/2025,Finisher East,F1,39.5,64.9,4284,602.7,45.5,Synthetic environmental + utility data for planning and analytics
10/5/2025,Finisher East,F1,40.7,69.2,4745,559.4,64.6,Synthetic environmental + utility data for planning and analytics
10/6/2025,Finisher East,F1,38.2,71.9,5971,486.7,56.4,Synthetic environmental + utility data for planning and analytics
10/7/2025,Finisher East,F1,41.9,59.3,4888,562.9,68.5,Synthetic environmental + utility data for planning and analytics
10/8/2025,Finisher East,F1,42.9,67.1,4589,558.4,77.9,Synthetic environmental + utility data for planning and analytics
10/9/2025,Finisher East,F1,41.8,68.5,4448,474.8,65.7,Synthetic environmental + utility data for planning and analytics
10/10/2025,Finisher East,F1,37.7,57,6121,466.6,80,Synthetic environmental + utility data for planning and analytics
10/11/2025,Finisher East,F1,39.1,58.8,6106,465.1,53.3,Synthetic environmental + utility data for planning and analytics
10/12/2025,Finisher East,F1,39,69.9,5884,467.2,81.4,Synthetic environmental + utility data for planning and analytics
10/13/2025,Finisher East,F1,41.4,71.7,4581,601.2,81.7,Synthetic environmental + utility data for planning and analytics
10/14/2025,Finisher East,F1,38.1,59.1,5088,489.4,75.6,Synthetic environmental + utility data for planning and analytics
10/15/2025,Finisher East,F1,39.2,60.9,5844,578.7,79.9,Synthetic environmental + utility data for planning and analytics
10/16/2025,Finisher East,F1,39.9,55.8,4373,465.4,78.6,Synthetic environmental + utility data for planning and analytics
10/17/2025,Finisher East,F1,40,67.5,4212,521.3,53.1,Synthetic environmental + utility data for planning and analytics
10/18/2025,Finisher East,F1,43.8,63.6,4314,465.5,40.8,Synthetic environmental + utility data for planning and analytics
10/19/2025,Finisher East,F1,41.9,73.1,5061,601.4,46.6,Synthetic environmental + utility data for planning and analytics
10/20/2025,Finisher East,F1,42.6,66.3,5830,492,60,Synthetic environmental + utility data for planning and analytics
10/21/2025,Finisher East,F1,40.6,65,5954,564.8,83.2,Synthetic environmental + utility data for planning and analytics
10/22/2025,Finisher East,F1,43.6,72.9,4407,548,80.1,Synthetic environmental + utility data for planning and analytics
10/23/2025,Finisher East,F1,38.7,66,6124,530.8,82.6,Synthetic environmental + utility data for planning and analytics
10/24/2025,Finisher East,F1,43.4,57.7,5492,559.5,46.4,Synthetic environmental + utility data for planning and analytics
10/25/2025,Finisher East,F1,39.7,70,4837,619.1,44.9,Synthetic environmental + utility data for planning and analytics
10/26/2025,Finisher East,F1,39.9,63.2,4787,618,70.3,Synthetic environmental + utility data for planning and analytics
10/27/2025,Finisher East,F1,44.7,57.1,5418,591.5,44.9,Synthetic environmental + utility data for planning and analytics
10/28/2025,Finisher East,F1,44.6,55.8,5004,566.8,78.6,Synthetic environmental + utility data for planning and analytics
10/29/2025,Finisher East,F1,44.4,61.8,5900,586.5,45,Synthetic environmental + utility data for planning and analytics
10/30/2025,Finisher East,F1,43.7,66.9,6189,525.6,78.3,Synthetic environmental + utility data for planning and analytics
10/31/2025,Finisher East,F1,42.6,70.7,5727,521,60.5,Synthetic environmental + utility data for planning and analytics
11/1/2025,Finisher East,F1,42.3,62.5,5653,613.6,66,Synthetic environmental + utility data for planning and analytics
11/2/2025,Finisher East,F1,44.7,59.7,6120,472,82.4,Synthetic environmental + utility data for planning and analytics
11/3/2025,Finisher East,F1,43.8,60.3,5147,528.2,41.4,Synthetic environmental + utility data for planning and analytics
11/4/2025,Finisher East,F1,45.9,59.7,4654,584.5,84.6,Synthetic environmental + utility data for planning and analytics
11/5/2025,Finisher East,F1,43.3,74.5,5898,537.9,62.8,Synthetic environmental + utility data for planning and analytics
11/6/2025,Finisher East,F1,42.8,66.1,5396,594.4,66.8,Synthetic environmental + utility data for planning and analytics
11/7/2025,Finisher East,F1,41.3,70,5999,520.3,55.4,Synthetic environmental + utility data for planning and analytics
11/8/2025,Finisher East,F1,44.1,74.2,4224,554.3,59.3,Synthetic environmental + utility data for planning and analytics
11/9/2025,Finisher East,F1,44.2,64,5108,536,67.9,Synthetic environmental + utility data for planning and analytics
11/10/2025,Finisher East,F1,44.7,55.7,4797,611.9,81,Synthetic environmental + utility data for planning and analytics
11/11/2025,Finisher East,F1,46.4,69.8,5491,575.4,66.8,Synthetic environmental + utility data for planning and analytics
11/12/2025,Finisher East,F1,44,66.7,5272,583.8,58.3,Synthetic environmental + utility data for planning and analytics
11/13/2025,Finisher East,F1,46,57.4,4760,592.9,56.5,Synthetic environmental + utility data for planning and analytics
11/14/2025,Finisher East,F1,44.1,56.9,5520,520.1,75.6,Synthetic environmental + utility data for planning and analytics
11/15/2025,Finisher East,F1,44.4,65.9,6021,535.3,48.3,Synthetic environmental + utility data for planning and analytics
11/16/2025,Finisher East,F1,44.5,55.5,4704,488.1,39.8,Synthetic environmental + utility data for planning and analytics
11/17/2025,Finisher East,F1,43.7,67.3,5043,459.8,57.9,Synthetic environmental + utility data for planning and analytics
11/18/2025,Finisher East,F1,47.9,63.8,5472,601.1,78.3,Synthetic environmental + utility data for planning and analytics
11/19/2025,Finisher East,F1,47.8,73.4,5578,602.6,45.6,Synthetic environmental + utility data for planning and analytics
11/20/2025,Finisher East,F1,46.2,63.2,6015,496.7,38.2,Synthetic environmental + utility data for planning and analytics
11/21/2025,Finisher East,F1,44.7,65.9,5036,549.3,43.2,Synthetic environmental + utility data for planning and analytics
11/22/2025,Finisher East,F1,49.1,65.3,5555,495.9,68,Synthetic environmental + utility data for planning and analytics
11/23/2025,Finisher East,F1,45.7,63.6,5124,485.4,84,Synthetic environmental + utility data for planning and analytics
11/24/2025,Finisher East,F1,46.9,55.6,4799,618.4,45.5,Synthetic environmental + utility data for planning and analytics
11/25/2025,Finisher East,F1,49.3,69.8,6121,507.5,38.3,Synthetic environmental + utility data for planning and analytics
11/26/2025,Finisher East,F1,47.6,73,4512,510.1,69.5,Synthetic environmental + utility data for planning and analytics
11/27/2025,Finisher East,F1,46,60.9,5976,614.1,73.8,Synthetic environmental + utility data for planning and analytics
11/28/2025,Finisher East,F1,51.3,67.4,6002,572.3,36.9,Synthetic environmental + utility data for planning and analytics
11/29/2025,Finisher East,F1,47.7,70.9,4809,600.2,54.4,Synthetic environmental + utility data for planning and analytics
11/30/2025,Finisher East,F1,52.2,70.7,4526,478.6,53.7,Synthetic environmental + utility data for planning and analytics
12/1/2025,Finisher East,F1,49.8,68.6,4654,491.3,66.1,Synthetic environmental + utility data for planning and analytics
12/2/2025,Finisher East,F1,50.7,72.4,4642,517,41.9,Synthetic environmental + utility data for planning and analytics
12/3/2025,Finisher East,F1,51.1,63,4278,514.2,58.4,Synthetic environmental + utility data for planning and analytics
12/4/2025,Finisher East,F1,50.4,58.9,4574,574.7,74.4,Synthetic environmental + utility data for planning and analytics
12/5/2025,Finisher East,F1,52.8,66.8,5733,452.2,40.1,Synthetic environmental + utility data for planning and analytics
12/6/2025,Finisher East,F1,49.9,74.5,4607,533.5,74,Synthetic environmental + utility data for planning and analytics
12/7/2025,Finisher East,F1,51.5,66.2,5047,479.3,42.2,Synthetic environmental + utility data for planning and analytics
12/8/2025,Finisher East,F1,52.3,56.3,4766,468.2,42.9,Synthetic environmental + utility data for planning and analytics
12/9/2025,Finisher East,F1,55.4,63.9,4650,509.7,80.1,Synthetic environmental + utility data for planning and analytics
12/10/2025,Finisher East,F1,52.6,72.5,5750,587.8,62.5,Synthetic environmental + utility data for planning and analytics
12/11/2025,Finisher East,F1,53.4,65.5,4738,509.9,60.1,Synthetic environmental + utility data for planning and analytics
12/12/2025,Finisher East,F1,51.2,56.1,4727,483.5,60.8,Synthetic environmental + utility data for planning and analytics
12/13/2025,Finisher East,F1,53.8,70.8,5920,616.3,80.1,Synthetic environmental + utility data for planning and analytics
12/14/2025,Finisher East,F1,55.8,57.5,5397,536.9,39.2,Synthetic environmental + utility data for planning and analytics
12/15/2025,Finisher East,F1,54.9,56.2,5981,545.7,80.7,Synthetic environmental + utility data for planning and analytics
12/16/2025,Finisher East,F1,55.1,66.2,4449,558.2,74.8,Synthetic environmental + utility data for planning and analytics
12/17/2025,Finisher East,F1,57,65.1,5475,585.9,35.4,Synthetic environmental + utility data for planning and analytics
12/18/2025,Finisher East,F1,55.9,64.8,4431,531.2,50.5,Synthetic environmental + utility data for planning and analytics
12/19/2025,Finisher East,F1,58.1,69.8,6182,507.9,46.2,Synthetic environmental + utility data for planning and analytics
12/20/2025,Finisher East,F1,53.8,69.8,4433,523.4,49.2,Synthetic environmental + utility data for planning and analytics
12/21/2025,Finisher East,F1,53.7,63.2,5308,598.1,43.6,Synthetic environmental + utility data for planning and analytics
12/22/2025,Finisher East,F1,59.1,63.8,4777,557.9,82.8,Synthetic environmental + utility data for planning and analytics
12/23/2025,Finisher East,F1,60.1,57.4,4666,472.1,74.2,Synthetic environmental + utility data for planning and analytics
12/24/2025,Finisher East,F1,59.6,61.2,5644,541.8,49.4,Synthetic environmental + utility data for planning and analytics
12/25/2025,Finisher East,F1,58.1,68.3,5914,519.6,46.7,Synthetic environmental + utility data for planning and analytics
12/26/2025,Finisher East,F1,55.6,64.5,5394,457.1,70.1,Synthetic environmental + utility data for planning and analytics
12/27/2025,Finisher East,F1,61.2,57.1,4887,536.2,42.9,Synthetic environmental + utility data for planning and analytics
12/28/2025,Finisher East,F1,59.1,71.3,5307,513.1,35.8,Synthetic environmental + utility data for planning and analytics
12/29/2025,Finisher East,F1,58,71.9,4642,599.7,48.3,Synthetic environmental + utility data for planning and analytics
12/30/2025,Finisher East,F1,57.3,55.2,5280,467.7,40.8,Synthetic environmental + utility data for planning and analytics
12/31/2025,Finisher East,F1,60.1,55.5,6198,478.9,75.7,Synthetic environmental + utility data for planning and analytics
1/1/2025,Finisher East,F2,61.9,73.5,6019,534.7,43,Synthetic environmental + utility data for planning and analytics
1/2/2025,Finisher East,F2,59.3,58.5,4303,577.5,42,Synthetic environmental + utility data for planning and analytics
1/3/2025,Finisher East,F2,59.6,66.2,5628,613.5,80.9,Synthetic environmental + utility data for planning and analytics
1/4/2025,Finisher East,F2,59.9,62.9,5305,525.9,41.5,Synthetic environmental + utility data for planning and analytics
1/5/2025,Finisher East,F2,59.8,71.5,4783,595.8,77,Synthetic environmental + utility data for planning and analytics
1/6/2025,Finisher East,F2,60.8,70.5,5983,581.2,48.6,Synthetic environmental + utility data for planning and analytics
1/7/2025,Finisher East,F2,63.3,56.9,5993,519.4,78.3,Synthetic environmental + utility data for planning and analytics
1/8/2025,Finisher East,F2,62.2,62.5,4629,468.8,69.8,Synthetic environmental + utility data for planning and analytics
1/9/2025,Finisher East,F2,60.2,57.8,5300,568.5,63.9,Synthetic environmental + utility data for planning and analytics
1/10/2025,Finisher East,F2,60.7,56.8,5053,611,74.2,Synthetic environmental + utility data for planning and analytics
1/11/2025,Finisher East,F2,62.4,60.2,6134,594.8,59.3,Synthetic environmental + utility data for planning and analytics
1/12/2025,Finisher East,F2,61.7,70.9,5712,578.1,68.4,Synthetic environmental + utility data for planning and analytics
1/13/2025,Finisher East,F2,66.7,57.1,5085,585.7,52.1,Synthetic environmental + utility data for planning and analytics
1/14/2025,Finisher East,F2,64.5,56.9,4653,558.2,45.2,Synthetic environmental + utility data for planning and analytics
1/15/2025,Finisher East,F2,65,58.3,4773,591.8,80.6,Synthetic environmental + utility data for planning and analytics
1/16/2025,Finisher East,F2,68.3,57.8,4585,477.5,55,Synthetic environmental + utility data for planning and analytics
1/17/2025,Finisher East,F2,65.6,59.7,5300,591.5,56.5,Synthetic environmental + utility data for planning and analytics
1/18/2025,Finisher East,F2,68.1,70.4,5608,561.5,47.9,Synthetic environmental + utility data for planning and analytics
1/19/2025,Finisher East,F2,65.5,58.6,5687,459.2,73,Synthetic environmental + utility data for planning and analytics
1/20/2025,Finisher East,F2,69.4,61.5,5218,539.2,67.1,Synthetic environmental + utility data for planning and analytics
1/21/2025,Finisher East,F2,67.5,57.6,5510,588,69.4,Synthetic environmental + utility data for planning and analytics
1/22/2025,Finisher East,F2,66.6,55.4,4242,571.1,80.7,Synthetic environmental + utility data for planning and analytics
1/23/2025,Finisher East,F2,66.3,68.7,4949,614.9,82.9,Synthetic environmental + utility data for planning and analytics
1/24/2025,Finisher East,F2,65.7,67.7,5113,543.3,38.1,Synthetic environmental + utility data for planning and analytics
1/25/2025,Finisher East,F2,68,63.7,5035,602.4,41.6,Synthetic environmental + utility data for planning and analytics
1/26/2025,Finisher East,F2,70.7,72.8,4909,588,76,Synthetic environmental + utility data for planning and analytics
1/27/2025,Finisher East,F2,71.5,63.5,5192,557.3,77.6,Synthetic environmental + utility data for planning and analytics
1/28/2025,Finisher East,F2,68.3,64.6,5327,519.6,62,Synthetic environmental + utility data for planning and analytics
1/29/2025,Finisher East,F2,66.8,65.5,5732,557.7,64.1,Synthetic environmental + utility data for planning and analytics
1/30/2025,Finisher East,F2,69.9,67.8,5327,470.1,35.4,Synthetic environmental + utility data for planning and analytics
1/31/2025,Finisher East,F2,69.4,70.2,5405,479.3,42,Synthetic environmental + utility data for planning and analytics
2/1/2025,Finisher East,F2,72.3,67.4,5295,511.9,43.4,Synthetic environmental + utility data for planning and analytics
2/2/2025,Finisher East,F2,71,73.1,5415,496.1,56.7,Synthetic environmental + utility data for planning and analytics
2/3/2025,Finisher East,F2,69.9,63.1,5518,494,38.2,Synthetic environmental + utility data for planning and analytics
2/4/2025,Finisher East,F2,73.1,56.6,5232,591.3,83.4,Synthetic environmental + utility data for planning and analytics
2/5/2025,Finisher East,F2,72.5,68,5380,466.3,69.4,Synthetic environmental + utility data for planning and analytics
2/6/2025,Finisher East,F2,70.6,62.3,5824,464.2,82.5,Synthetic environmental + utility data for planning and analytics
2/7/2025,Finisher East,F2,73,63.5,5195,506.3,56,Synthetic environmental + utility data for planning and analytics
2/8/2025,Finisher East,F2,71.2,60.9,5064,483.8,45.5,Synthetic environmental + utility data for planning and analytics
2/9/2025,Finisher East,F2,70.2,74,4660,559.3,61.9,Synthetic environmental + utility data for planning and analytics
2/10/2025,Finisher East,F2,73.9,60.2,6093,611.1,59.2,Synthetic environmental + utility data for planning and analytics
2/11/2025,Finisher East,F2,70.5,62.6,5833,456.9,64,Synthetic environmental + utility data for planning and analytics
2/12/2025,Finisher East,F2,75.1,65.1,5306,465.2,42,Synthetic environmental + utility data for planning and analytics
2/13/2025,Finisher East,F2,72.1,58.5,4694,577,36.7,Synthetic environmental + utility data for planning and analytics
2/14/2025,Finisher East,F2,75.6,66.3,5820,552.9,80.8,Synthetic environmental + utility data for planning and analytics
2/15/2025,Finisher East,F2,75.8,55.9,4668,558.2,49,Synthetic environmental + utility data for planning and analytics
2/16/2025,Finisher East,F2,75.9,61.6,4655,588.9,58.5,Synthetic environmental + utility data for planning and analytics
2/17/2025,Finisher East,F2,77.7,55.7,5266,578.8,72.2,Synthetic environmental + utility data for planning and analytics
2/18/2025,Finisher East,F2,77.6,65.8,4971,496,54,Synthetic environmental + utility data for planning and analytics
2/19/2025,Finisher East,F2,76.8,59.9,4881,596.9,76.6,Synthetic environmental + utility data for planning and analytics
2/20/2025,Finisher East,F2,73.2,72.8,5619,507.5,48.5,Synthetic environmental + utility data for planning and analytics
2/21/2025,Finisher East,F2,75,68.2,4674,474.7,38.6,Synthetic environmental + utility data for planning and analytics
2/22/2025,Finisher East,F2,75.5,57.5,4368,471.1,58.5,Synthetic environmental + utility data for planning and analytics
2/23/2025,Finisher East,F2,75,60.1,4902,607.1,36.4,Synthetic environmental + utility data for planning and analytics
2/24/2025,Finisher East,F2,74,62.2,4492,603.3,77.7,Synthetic environmental + utility data for planning and analytics
2/25/2025,Finisher East,F2,74.1,60.8,4963,563.7,38.8,Synthetic environmental + utility data for planning and analytics
2/26/2025,Finisher East,F2,74.3,60.9,5680,474.1,65.3,Synthetic environmental + utility data for planning and analytics
2/27/2025,Finisher East,F2,74.8,58.3,5603,466.7,49.2,Synthetic environmental + utility data for planning and analytics
2/28/2025,Finisher East,F2,75.5,71.5,5552,559.9,70.2,Synthetic environmental + utility data for planning and analytics
3/1/2025,Finisher East,F2,76.5,69.8,5710,612.8,52.5,Synthetic environmental + utility data for planning and analytics
3/2/2025,Finisher East,F2,79,72.1,5741,599.7,45,Synthetic environmental + utility data for planning and analytics
3/3/2025,Finisher East,F2,78.7,62.2,4414,545.6,74.8,Synthetic environmental + utility data for planning and analytics
3/4/2025,Finisher East,F2,76.3,60.6,4592,487.9,67.4,Synthetic environmental + utility data for planning and analytics
3/5/2025,Finisher East,F2,76.6,57.3,5884,587.6,49.8,Synthetic environmental + utility data for planning and analytics
3/6/2025,Finisher East,F2,76.9,71.7,5375,477.6,57.7,Synthetic environmental + utility data for planning and analytics
3/7/2025,Finisher East,F2,77.3,62.3,5116,569.7,41.6,Synthetic environmental + utility data for planning and analytics
3/8/2025,Finisher East,F2,79.7,59.6,4408,501.4,66.5,Synthetic environmental + utility data for planning and analytics
3/9/2025,Finisher East,F2,75.5,65.7,5012,491.8,58.9,Synthetic environmental + utility data for planning and analytics
3/10/2025,Finisher East,F2,78.3,74.1,4711,578.7,44.6,Synthetic environmental + utility data for planning and analytics
3/11/2025,Finisher East,F2,79,57.1,4807,467.4,63.1,Synthetic environmental + utility data for planning and analytics
3/12/2025,Finisher East,F2,76.7,64.7,5907,459.7,59.9,Synthetic environmental + utility data for planning and analytics
3/13/2025,Finisher East,F2,79,74.9,4220,596.3,45.4,Synthetic environmental + utility data for planning and analytics
3/14/2025,Finisher East,F2,76.7,68.5,5024,456.8,65,Synthetic environmental + utility data for planning and analytics
3/15/2025,Finisher East,F2,81.2,61.7,5471,597.8,40.6,Synthetic environmental + utility data for planning and analytics
3/16/2025,Finisher East,F2,77.3,64.6,5483,472.6,38,Synthetic environmental + utility data for planning and analytics
3/17/2025,Finisher East,F2,82.2,64.2,4297,546,77.8,Synthetic environmental + utility data for planning and analytics
3/18/2025,Finisher East,F2,80.3,62.5,5168,572.6,38.2,Synthetic environmental + utility data for planning and analytics
3/19/2025,Finisher East,F2,78.8,61.2,5023,539.1,57.4,Synthetic environmental + utility data for planning and analytics
3/20/2025,Finisher East,F2,77.1,62.1,5254,520.2,47.4,Synthetic environmental + utility data for planning and analytics
3/21/2025,Finisher East,F2,79,61.3,4871,599.1,78.6,Synthetic environmental + utility data for planning and analytics
3/22/2025,Finisher East,F2,79.1,65.1,5455,481.9,74.4,Synthetic environmental + utility data for planning and analytics
3/23/2025,Finisher East,F2,78.8,68.3,4693,520.5,48.8,Synthetic environmental + utility data for planning and analytics
3/24/2025,Finisher East,F2,79.6,57.8,5355,601.3,80.3,Synthetic environmental + utility data for planning and analytics
3/25/2025,Finisher East,F2,79.2,64.8,5450,578.7,51.5,Synthetic environmental + utility data for planning and analytics
3/26/2025,Finisher East,F2,77.5,64,4773,604.8,56.4,Synthetic environmental + utility data for planning and analytics
3/27/2025,Finisher East,F2,79.8,70.3,5365,539.9,54.9,Synthetic environmental + utility data for planning and analytics
3/28/2025,Finisher East,F2,82.3,65.5,5764,558.9,74.8,Synthetic environmental + utility data for planning and analytics
3/29/2025,Finisher East,F2,82.7,69.8,4494,606.8,58.2,Synthetic environmental + utility data for planning and analytics
3/30/2025,Finisher East,F2,82.3,71.8,5506,589.9,46.7,Synthetic environmental + utility data for planning and analytics
3/31/2025,Finisher East,F2,77.1,63.1,4209,457.5,82,Synthetic environmental + utility data for planning and analytics
4/1/2025,Finisher East,F2,80.1,59.5,4229,468.8,60.9,Synthetic environmental + utility data for planning and analytics
4/2/2025,Finisher East,F2,78.1,62,4561,500.5,59.7,Synthetic environmental + utility data for planning and analytics
4/3/2025,Finisher East,F2,81.3,74.1,5877,459.2,65,Synthetic environmental + utility data for planning and analytics
4/4/2025,Finisher East,F2,81,64.6,4366,579.7,81.4,Synthetic environmental + utility data for planning and analytics
4/5/2025,Finisher East,F2,77.5,67.3,5208,569.1,80.7,Synthetic environmental + utility data for planning and analytics
4/6/2025,Finisher East,F2,81.4,70.5,4651,543,83.2,Synthetic environmental + utility data for planning and analytics
4/7/2025,Finisher East,F2,80.1,65.5,5072,475,82,Synthetic environmental + utility data for planning and analytics
4/8/2025,Finisher East,F2,82.8,70.6,4482,575.2,46.5,Synthetic environmental + utility data for planning and analytics
4/9/2025,Finisher East,F2,82.3,65.3,4912,559.4,39.3,Synthetic environmental + utility data for planning and analytics
4/10/2025,Finisher East,F2,77.6,57.4,5122,557.9,68.5,Synthetic environmental + utility data for planning and analytics
4/11/2025,Finisher East,F2,80.3,68,4331,471.1,40.1,Synthetic environmental + utility data for planning and analytics
4/12/2025,Finisher East,F2,76.9,58.2,5504,549.5,36.7,Synthetic environmental + utility data for planning and analytics
4/13/2025,Finisher East,F2,81.8,55.7,5649,596.2,36.9,Synthetic environmental + utility data for planning and analytics
4/14/2025,Finisher East,F2,78.9,59.5,5402,479.9,80.4,Synthetic environmental + utility data for planning and analytics
4/15/2025,Finisher East,F2,77,71.8,5938,609.1,72.4,Synthetic environmental + utility data for planning and analytics
4/16/2025,Finisher East,F2,77.7,57.6,4519,591.6,64.3,Synthetic environmental + utility data for planning and analytics
4/17/2025,Finisher East,F2,80.4,60.8,5320,485.9,38.4,Synthetic environmental + utility data for planning and analytics
4/18/2025,Finisher East,F2,80.1,55.2,4775,536.1,62.4,Synthetic environmental + utility data for planning and analytics
4/19/2025,Finisher East,F2,77.2,62.8,4718,540.3,60.6,Synthetic environmental + utility data for planning and analytics
4/20/2025,Finisher East,F2,78.4,63.2,5550,454.2,38.1,Synthetic environmental + utility data for planning and analytics
4/21/2025,Finisher East,F2,77.6,65.7,5012,556.4,50.5,Synthetic environmental + utility data for planning and analytics
4/22/2025,Finisher East,F2,79.7,74.3,5893,485.2,81.2,Synthetic environmental + utility data for planning and analytics
4/23/2025,Finisher East,F2,76.9,71.3,6045,464.6,46.6,Synthetic environmental + utility data for planning and analytics
4/24/2025,Finisher East,F2,77.5,61,5552,489,83.9,Synthetic environmental + utility data for planning and analytics
4/25/2025,Finisher East,F2,77.4,58.9,5314,568.4,82.5,Synthetic environmental + utility data for planning and analytics
4/26/2025,Finisher East,F2,79.3,66,5277,595.3,48.8,Synthetic environmental + utility data for planning and analytics
4/27/2025,Finisher East,F2,78.8,60.8,6066,577.9,83.7,Synthetic environmental + utility data for planning and analytics
4/28/2025,Finisher East,F2,77.5,74.1,4490,582.5,64,Synthetic environmental + utility data for planning and analytics
4/29/2025,Finisher East,F2,76.2,72.8,4658,603.9,80.3,Synthetic environmental + utility data for planning and analytics
4/30/2025,Finisher East,F2,77.4,72,4814,459.2,77.8,Synthetic environmental + utility data for planning and analytics
5/1/2025,Finisher East,F2,78.6,66.6,5370,565.2,62,Synthetic environmental + utility data for planning and analytics
5/2/2025,Finisher East,F2,77.1,68.3,4466,578,35.3,Synthetic environmental + utility data for planning and analytics
5/3/2025,Finisher East,F2,75.7,56.9,4234,614.5,84.9,Synthetic environmental + utility data for planning and analytics
5/4/2025,Finisher East,F2,78.2,74.2,4409,588.9,45.2,Synthetic environmental + utility data for planning and analytics
5/5/2025,Finisher East,F2,78.8,62.4,6133,565.3,44,Synthetic environmental + utility data for planning and analytics
